customer_id,count_x,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,count_y,quarter,number_of_referrals,customer_enrollment_date,offer,phone_service,internet_service,internet_type,avg_monthly_gb_download,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure_in_days
3551GAEGL,1,Male,23,Yes,No,Yes,No,0,1,Q3,0,2017-11-01,,No,Yes,DSL,42.0,No,No,No,Yes,One Year,Bank Withdrawal,30.4,938.65,0.0,0,0.0,938.65,1035
3196NVXLZ,1,Female,23,Yes,No,No,No,0,1,Q3,0,2018-08-01,Offer C,Yes,Yes,Fiber Optic,59.0,Yes,No,No,Yes,Month-to-Month,Credit Card,84.6,2088.05,0.0,0,239.25,2327.3,762
0036IHMOT,1,Female,37,No,No,Yes,Yes,3,1,Q3,10,2016-03-01,,Yes,Yes,Fiber Optic,57.0,Yes,Yes,Yes,No,One Year,Bank Withdrawal,103.7,5656.75,0.0,20,1927.2,7603.95,1645
4178EGMON,1,Male,30,No,No,Yes,No,0,1,Q3,9,2014-12-01,,Yes,Yes,Fiber Optic,51.0,No,No,No,Yes,Two Year,Credit Card,88.0,5986.45,0.0,0,649.6,6636.05,2101
4220TINQT,1,Female,41,No,No,Yes,No,0,1,Q3,3,2015-09-01,,Yes,Yes,Fiber Optic,29.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,106.35,6751.35,0.0,0,1685.43,8436.78,1827
5318YKDPV,1,Male,62,No,No,Yes,No,0,1,Q3,1,2017-03-01,,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,79.15,3566.6,0.0,0,1766.44,5333.04,1280
7975TZMLR,1,Male,37,No,No,No,No,0,1,Q3,0,2016-10-01,,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,103.1,4889.3,0.0,0,782.08,5671.38,1431
0295QVKPB,1,Male,38,No,No,No,No,0,1,Q3,0,2020-04-01,Offer E,Yes,Yes,DSL,5.0,Yes,No,No,Yes,Month-to-Month,Credit Card,63.95,318.1,0.0,0,69.8,387.9,153
4335BSMJS,1,Female,55,No,No,No,No,0,1,Q3,0,2015-08-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,25.8,1563.95,0.0,0,510.26,2074.21,1858
9146JRIOX,1,Female,47,No,No,Yes,Yes,1,1,Q3,1,2019-08-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,25.55,372.45,0.0,0,443.8,816.25,397
5337IIWKZ,1,Male,35,No,No,Yes,Yes,3,1,Q3,2,2017-11-01,Offer C,No,Yes,DSL,76.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,44.85,1442.6,0.0,0,0.0,1442.6,1035
9650VBUOG,1,Male,44,No,No,Yes,Yes,1,1,Q3,9,2017-08-01,Offer C,Yes,No,,,No,No,No,No,Two Year,Credit Card,25.05,963.95,0.0,0,1257.8,2221.75,1127
3487EARAT,1,Female,46,No,No,Yes,No,0,1,Q3,7,2014-12-01,,Yes,Yes,DSL,21.0,No,Yes,Yes,Yes,One Year,Credit Card,74.1,5222.3,0.0,0,1337.0,6559.3,2101
2672TGEFF,1,Female,33,No,No,Yes,Yes,2,1,Q3,3,2017-08-01,Offer C,Yes,Yes,Fiber Optic,16.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,88.8,3340.55,0.0,0,39.96,3380.51,1127
8184WMOFI,1,Male,47,No,No,Yes,No,0,1,Q3,0,2015-08-01,,Yes,Yes,DSL,25.0,No,Yes,Yes,Yes,One Year,Credit Card,71.4,4487.3,0.0,0,871.1,5358.4,1858
6092QZVPP,1,Male,27,Yes,No,No,No,0,1,Q3,0,2017-10-01,Offer C,Yes,Yes,Cable,52.0,Yes,Yes,Yes,No,Month-to-Month,Credit Card,79.2,2854.95,0.0,40,1530.36,4425.31,1066
4625LAMOB,1,Male,36,No,No,No,No,0,1,Q3,0,2017-01-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,20.4,905.55,0.0,0,61.6,967.15,1339
0392BZIUW,1,Female,44,No,No,Yes,No,0,1,Q3,7,2014-10-01,,Yes,Yes,Fiber Optic,7.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,105.0,7589.8,0.0,0,473.76,8063.56,2162
6549NNDYT,1,Female,59,No,No,No,No,0,1,Q3,0,2019-08-01,,No,Yes,Cable,7.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,30.85,394.1,0.0,0,0.0,394.1,397
0422OHQHQ,1,Female,23,Yes,No,Yes,No,0,1,Q3,7,2019-07-01,,Yes,No,,,No,No,No,No,One Year,Credit Card,20.55,295.95,0.0,0,519.45,815.4,428
6916HIJSE,1,Female,57,No,No,No,No,0,1,Q3,0,2015-05-01,,Yes,Yes,Cable,17.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,84.85,5459.2,0.0,0,2713.1,8172.3,1950
2316ESMLS,1,Female,54,No,No,Yes,No,0,1,Q3,7,2019-10-01,,No,Yes,DSL,27.0,No,No,No,Yes,One Year,Credit Card,33.15,444.75,0.0,0,0.0,444.75,336
9778OGKQZ,1,Male,55,No,No,Yes,No,0,1,Q3,8,2014-10-01,,Yes,Yes,DSL,5.0,Yes,Yes,Yes,No,Two Year,Credit Card,92.0,6782.15,0.0,10,383.04,7175.19,2162
7408OFWXJ,1,Female,23,Yes,No,Yes,No,0,1,Q3,3,2014-10-01,,Yes,Yes,DSL,69.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,89.8,6510.45,0.0,0,3234.24,9744.69,2162
6007TCTST,1,Female,57,No,No,Yes,Yes,2,1,Q3,9,2014-10-01,,Yes,Yes,Fiber Optic,24.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,115.8,8476.5,0.0,0,884.88,9361.38,2162
2252NKNSI,1,Male,63,No,No,No,No,0,1,Q3,0,2016-06-01,,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,85.15,4461.85,0.0,0,1665.04,6126.89,1553
8713IGZSO,1,Male,50,No,No,No,No,0,1,Q3,0,2020-07-01,Offer E,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,24.85,62.0,0.0,0,80.5,142.5,62
7905TVXTA,1,Female,63,No,No,No,No,0,1,Q3,0,2020-04-01,Offer E,Yes,Yes,DSL,22.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,64.35,352.65,0.0,0,41.6,394.25,153
7695PKLCZ,1,Female,32,No,No,No,No,0,1,Q3,0,2015-01-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,20.5,1424.9,0.0,0,3291.88,4716.78,2070
8374UULRV,1,Male,22,Yes,No,No,No,0,1,Q3,0,2014-10-01,,Yes,Yes,DSL,71.0,Yes,Yes,Yes,No,Two Year,Credit Card,86.05,6309.65,0.0,20,3481.92,9811.57,2162
3224DFQNQ,1,Female,59,No,No,Yes,No,0,1,Q3,10,2015-04-01,,Yes,Yes,Fiber Optic,8.0,No,No,No,Yes,One Year,Bank Withdrawal,89.0,5898.6,0.0,0,2467.08,8365.68,1980
5275PMFUT,1,Male,52,No,No,Yes,No,0,1,Q3,9,2014-10-01,,No,Yes,DSL,18.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,64.8,4719.75,0.0,0,0.0,4719.75,2162
4795UXVCJ,1,Male,63,No,No,No,No,0,1,Q3,0,2018-08-01,Offer C,Yes,No,,,No,No,No,No,One Year,Credit Card,19.8,457.3,0.0,0,1188.2,1645.5,762
9777IQHWP,1,Male,53,No,No,Yes,Yes,1,1,Q3,2,2015-06-01,,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Two Year,Bank Withdrawal,93.4,5822.3,0.0,0,1972.48,7794.78,1919
0979MOZQI,1,Male,61,No,No,Yes,No,0,1,Q3,6,2015-08-01,,No,Yes,Cable,4.0,Yes,No,No,Yes,Two Year,Bank Withdrawal,39.0,2337.45,0.0,0,0.0,2337.45,1858
2732ISEZX,1,Female,44,No,No,No,No,0,1,Q3,0,2020-04-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,20.5,104.3,0.0,0,123.05,227.35,153
0323XWWTN,1,Male,44,No,No,No,Yes,1,1,Q3,0,2020-06-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,26.4,121.25,0.0,0,101.61,222.86,92
1937OTUKY,1,Female,32,No,No,Yes,No,0,1,Q3,1,2014-10-01,,Yes,Yes,Fiber Optic,3.0,Yes,No,No,Yes,Two Year,Bank Withdrawal,98.2,7015.9,0.0,0,1834.56,8850.46,2162
1573LGXBA,1,Male,26,Yes,No,Yes,Yes,3,1,Q3,1,2016-01-01,,Yes,Yes,Fiber Optic,73.0,Yes,Yes,Yes,Yes,One Year,Credit Card,97.55,5598.0,0.0,0,238.26,5836.26,1705
1764VUUMT,1,Male,63,No,No,No,Yes,1,1,Q3,0,2015-04-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,19.95,1269.1,0.0,0,2504.04,3773.14,1980
4713ZBURT,1,Male,33,No,No,No,Yes,2,1,Q3,0,2016-12-01,,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,99.7,4634.35,0.0,0,1059.3,5693.65,1370
3050GBUSH,1,Female,25,Yes,No,No,No,0,1,Q3,0,2020-06-01,,No,Yes,DSL,46.0,Yes,No,No,Yes,Month-to-Month,Credit Card,34.8,113.95,0.0,0,0.0,113.95,92
7876AEHIG,1,Female,48,No,No,No,No,0,1,Q3,0,2016-07-01,,No,Yes,DSL,10.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,60.15,3077.0,0.0,0,0.0,3077.0,1523
7945HLKEA,1,Female,29,Yes,No,No,No,0,1,Q3,0,2015-10-01,,Yes,Yes,DSL,27.0,No,No,No,No,One Year,Bank Withdrawal,64.75,4039.5,0.0,120,2277.0,6436.5,1797
9342VNIMQ,1,Male,62,No,No,No,No,0,1,Q3,0,2017-12-01,Offer C,Yes,Yes,DSL,5.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,54.65,1665.2,0.0,0,195.03,1860.23,1005
3199NPKCN,1,Female,39,No,No,Yes,No,0,1,Q3,1,2015-03-01,,Yes,Yes,Fiber Optic,23.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,111.25,7511.65,0.0,0,2347.01,9858.66,2011
5170PTRKA,1,Female,19,Yes,No,Yes,No,0,1,Q3,1,2016-08-01,,No,Yes,Cable,82.0,No,No,No,Yes,One Year,Credit Card,35.8,1782.0,0.0,0,0.0,1782.0,1492
4661NJEUX,1,Male,42,No,No,No,No,0,1,Q3,0,2020-08-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,20.05,20.05,0.0,0,3.23,23.28,31
0048LUMLS,1,Male,23,Yes,No,Yes,Yes,3,1,Q3,1,2017-08-01,Offer C,Yes,Yes,Fiber Optic,51.0,Yes,Yes,Yes,Yes,One Year,Credit Card,91.2,3247.55,0.0,0,1591.37,4838.92,1127
5898IGSLP,1,Male,37,No,No,Yes,Yes,3,1,Q3,1,2018-03-01,Offer C,Yes,Yes,Fiber Optic,57.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,89.3,2823.0,0.0,0,643.56,3466.56,915
7997EASSD,1,Female,56,No,No,Yes,No,0,1,Q3,1,2015-07-01,Offer B,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,One Year,Credit Card,81.2,4965.1,0.0,0,2447.55,7412.65,1889
0730KOAVE,1,Male,53,No,No,No,No,0,1,Q3,0,2018-04-01,Offer C,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,Month-to-Month,Credit Card,94.3,2679.7,0.0,0,1249.8,3929.5,884
8975SKGRX,1,Male,29,Yes,No,Yes,No,0,1,Q3,1,2014-11-01,,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,No,Two Year,Bank Withdrawal,116.1,8310.55,0.0,130,2401.93,10842.48,2131
0678RLHVP,1,Female,33,No,No,No,No,0,1,Q3,0,2016-05-01,Offer B,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,105.55,5682.25,0.0,0,684.76,6367.01,1584
2267FPIMA,1,Male,27,Yes,No,Yes,No,0,1,Q3,1,2016-08-01,Offer B,Yes,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Month-to-Month,Credit Card,94.4,4914.9,0.0,0,879.0,5793.9,1492
1051GEJLJ,1,Female,19,Yes,No,No,No,0,1,Q3,0,2020-07-01,,Yes,No,,,No,No,No,No,Month-to-Month,Mailed Check,19.5,27.55,0.0,0,54.34,81.89,62
5285MVEHD,1,Female,35,No,No,Yes,No,0,1,Q3,1,2016-01-01,Offer B,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,One Year,Credit Card,105.6,6068.65,0.0,0,1909.6,7978.25,1705
0379DJQHR,1,Male,60,No,No,Yes,No,0,1,Q3,1,2015-03-01,,Yes,Yes,DSL,18.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,81.35,5398.6,0.0,0,3031.75,8430.35,2011
5543QDCRY,1,Male,38,No,No,No,No,0,1,Q3,0,2020-05-01,,Yes,Yes,DSL,30.0,Yes,No,No,Yes,Month-to-Month,Bank Withdrawal,56.4,234.85,0.0,0,83.04,317.89,123
0297RBCSG,1,Male,61,No,No,No,No,0,1,Q3,0,2019-03-01,,Yes,Yes,DSL,6.0,No,Yes,Yes,No,One Year,Bank Withdrawal,65.35,1231.85,0.0,60,794.01,2085.86,550
4694PHWFW,1,Female,26,Yes,No,No,Yes,3,1,Q3,0,2020-01-01,,Yes,No,,,No,No,No,No,Month-to-Month,Mailed Check,19.95,170.9,0.0,0,366.96,537.86,244
0835JKADZ,1,Female,29,Yes,No,No,No,0,1,Q3,0,2014-11-01,,Yes,Yes,Fiber Optic,53.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,111.25,7984.15,0.0,0,2976.32,10960.47,2131
3865YIOTT,1,Male,40,No,No,Yes,Yes,1,1,Q3,1,2014-10-01,,Yes,Yes,Fiber Optic,26.0,Yes,Yes,Yes,Yes,One Year,Bank Withdrawal,106.1,7848.5,0.0,0,840.24,8688.74,2162
5993BQHEA,1,Male,42,No,No,No,No,0,1,Q3,0,2019-10-01,,Yes,No,,,No,No,No,No,One Year,Credit Card,20.05,267.0,0.0,0,199.08,466.08,336
6024RUGGH,1,Male,22,Yes,No,Yes,Yes,2,1,Q3,1,2014-10-01,,Yes,No,,,No,No,No,No,Two Year,Bank Withdrawal,25.2,1798.9,0.0,0,2020.32,3819.22,2162
4079WWQQQ,1,Male,45,No,No,No,No,0,1,Q3,0,2014-10-01,,No,Yes,Cable,10.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,65.55,4807.45,0.0,0,0.0,4807.45,2162
6103BOCOU,1,Female,37,No,No,No,No,0,1,Q3,0,2018-08-01,Offer C,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,80.7,2193.0,0.0,0,536.64,2729.64,762
5149TGWDZ,1,Female,48,No,No,No,No,0,1,Q3,0,2018-12-01,,Yes,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,One Year,Credit Card,104.55,2239.4,0.0,0,762.51,3001.91,640
7471WNSUF,1,Male,23,Yes,No,Yes,No,0,1,Q3,1,2015-10-01,Offer B,Yes,No,,,No,No,No,No,One Year,Bank Withdrawal,24.15,1505.9,0.0,0,985.2,2491.1,1797
8942DBMHZ,1,Male,26,Yes,No,No,No,0,1,Q3,0,2019-10-01,,Yes,No,,,No,No,No,No,Month-to-Month,Mailed Check,20.45,255.35,0.0,0,493.32,748.67,336
4301VVZKA,1,Male,25,Yes,No,Yes,No,0,1,Q3,1,2019-06-01,,Yes,Yes,Fiber Optic,46.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.4,1189.4,0.0,0,413.28,1602.68,458
9199PWQVC,1,Female,38,No,No,Yes,No,0,1,Q3,1,2015-07-01,Offer B,Yes,Yes,Cable,24.0,Yes,Yes,Yes,No,One Year,Credit Card,79.7,4786.15,0.0,30,3092.04,7908.19,1889
5393HJZSM,1,Female,54,No,No,Yes,Yes,1,1,Q3,1,2018-01-01,Offer C,Yes,Yes,Cable,19.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,76.3,2404.15,0.0,0,1037.76,3441.91,974
0862PRCBS,1,Female,32,No,No,Yes,Yes,3,1,Q3,6,2015-01-01,,Yes,Yes,Fiber Optic,53.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,103.75,7039.45,0.0,0,1094.12,8133.57,2070
8812ZRHFP,1,Female,53,No,No,Yes,Yes,3,1,Q3,0,2018-04-01,Offer C,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,Yes,One Year,Bank Withdrawal,86.45,2538.05,0.0,0,1452.9,3990.95,884
5146CBVOE,1,Female,44,No,No,No,No,0,1,Q3,0,2019-06-01,,Yes,Yes,Fiber Optic,25.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.1,1212.85,0.0,0,608.32,1821.17,458
0454OKRCT,1,Male,32,No,No,No,No,0,1,Q3,0,2017-12-01,Offer C,Yes,Yes,Fiber Optic,27.0,No,No,No,Yes,Two Year,Bank Withdrawal,80.6,2651.1,0.0,0,1150.05,3801.15,1005
5787KXGIY,1,Male,54,No,No,Yes,No,0,1,Q3,3,2014-10-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,19.3,1304.8,0.0,0,187.92,1492.72,2162
4198VFOEA,1,Female,58,No,No,No,No,0,1,Q3,0,2019-10-01,,No,Yes,DSL,19.0,No,No,No,Yes,One Year,Mailed Check,33.6,435.45,0.0,0,0.0,435.45,336
5709LVOEQ,1,Female,40,No,No,Yes,No,0,1,Q3,8,2019-11-01,,Yes,Yes,DSL,5.0,Yes,Yes,Yes,Yes,Two Year,Mailed Check,80.85,808.5,0.0,0,310.9,1119.4,305
2692AQCPF,1,Female,32,No,No,Yes,No,0,1,Q3,6,2015-05-01,Offer B,Yes,Yes,Fiber Optic,15.0,Yes,Yes,Yes,Yes,One Year,Credit Card,108.05,7118.9,0.0,0,2687.1,9806.0,1950
0347UBKUZ,1,Female,46,No,No,No,No,0,1,Q3,0,2019-07-01,,Yes,No,,,No,No,No,No,Month-to-Month,Mailed Check,19.9,320.45,0.0,0,41.1,361.55,428
0835DUUIQ,1,Female,55,No,No,No,No,0,1,Q3,0,2018-10-01,,Yes,No,,,No,No,No,No,One Year,Bank Withdrawal,21.05,531.55,0.0,0,1135.44,1666.99,701
0811GSDTP,1,Female,50,No,No,No,Yes,2,1,Q3,0,2019-08-01,,No,Yes,Cable,19.0,No,No,No,No,Month-to-Month,Bank Withdrawal,30.15,382.2,0.0,10,0.0,392.2,397
7567ECMCM,1,Male,23,Yes,No,No,No,0,1,Q3,0,2018-10-01,,Yes,Yes,Fiber Optic,41.0,No,Yes,Yes,Yes,Month-to-Month,Credit Card,79.85,2001.0,0.0,0,847.2,2848.2,701
6115ZTBFQ,1,Female,56,No,No,Yes,No,0,1,Q3,6,2014-10-01,,No,Yes,DSL,4.0,Yes,Yes,Yes,Yes,Two Year,Bank Withdrawal,65.5,4919.7,0.0,0,0.0,4919.7,2162
6353BRMMA,1,Female,62,No,No,Yes,Yes,3,1,Q3,3,2016-04-01,Offer B,Yes,Yes,Fiber Optic,76.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,104.1,5645.8,0.0,0,2286.9,7932.7,1614
6231WFGFH,1,Male,39,No,No,Yes,Yes,2,1,Q3,4,2020-05-01,,Yes,No,,,No,No,No,No,Month-to-Month,Mailed Check,20.5,77.6,0.0,0,14.52,92.12,123
6169PPETC,1,Male,42,No,No,Yes,Yes,1,1,Q3,8,2017-10-01,,Yes,No,,,No,No,No,No,Two Year,Bank Withdrawal,20.5,759.35,0.0,0,1656.55,2415.9,1066
8584KMVXD,1,Female,64,No,No,No,No,0,1,Q3,0,2020-01-01,Offer E,Yes,Yes,Fiber Optic,17.0,No,No,No,No,Month-to-Month,Bank Withdrawal,75.6,535.55,0.0,10,89.6,635.15,244
8467WYNSR,1,Male,62,No,No,No,No,0,1,Q3,0,2018-11-01,,Yes,Yes,DSL,15.0,No,No,No,Yes,Month-to-Month,Mailed Check,55.1,1253.15,0.0,0,816.42,2069.57,670
0851DFJKB,1,Female,57,No,No,No,No,0,1,Q3,0,2019-07-01,,Yes,Yes,DSL,11.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,58.95,955.15,0.0,0,458.1,1413.25,428
5382SOYZL,1,Male,39,No,No,No,No,0,1,Q3,0,2018-11-01,,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,95.1,2162.6,0.0,0,245.3,2407.9,670
3261CQXOL,1,Female,33,No,No,Yes,Yes,2,1,Q3,0,2014-11-01,Offer A,Yes,No,,,No,No,No,No,Two Year,Bank Withdrawal,25.45,1813.35,0.0,0,294.65,2108.0,2131
8388FYNPZ,1,Male,26,Yes,No,No,No,0,1,Q3,0,2020-05-01,Offer E,Yes,Yes,DSL,47.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,56.75,245.15,0.0,0,138.76,383.91,123
4002BQWPQ,1,Male,59,No,No,No,No,0,1,Q3,0,2018-08-01,,Yes,Yes,Cable,23.0,No,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,81.75,2028.8,0.0,0,630.0,2658.8,762
5651YLPRD,1,Female,45,No,No,Yes,Yes,3,1,Q3,7,2018-01-01,,Yes,Yes,Fiber Optic,57.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,86.1,2723.75,0.0,130,853.12,3706.87,974
4378BZYFP,1,Male,41,No,No,No,No,0,1,Q3,0,2019-05-01,,Yes,No,,,No,No,No,No,One Year,Mailed Check,20.5,365.8,0.0,0,725.22,1091.02,489
7764BDPEE,1,Male,50,No,No,No,Yes,3,1,Q3,0,2020-06-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,20.85,60.65,0.0,0,58.74,119.39,92
3429IFLEM,1,Female,48,No,No,No,No,0,1,Q3,0,2014-11-01,Offer A,Yes,Yes,DSL,28.0,Yes,No,No,Yes,Two Year,Credit Card,77.35,5550.1,0.0,0,1292.2,6842.3,2131
5002GCQFH,1,Male,30,No,No,Yes,No,0,1,Q3,1,2016-08-01,Offer B,Yes,Yes,Fiber Optic,26.0,Yes,No,No,No,Month-to-Month,Bank Withdrawal,93.85,4733.1,0.0,30,2311.33,7074.43,1492
0556FJEGU,1,Male,26,Yes,No,No,No,0,1,Q3,0,2015-12-01,Offer B,Yes,Yes,DSL,69.0,Yes,No,No,Yes,Two Year,Bank Withdrawal,70.1,4048.95,0.0,0,2753.26,6802.21,1736
0604THJFP,1,Female,40,No,No,Yes,No,0,1,Q3,4,2015-11-01,Offer B,Yes,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Two Year,Credit Card,75.95,4542.35,0.0,0,488.52,5030.87,1766
5879SESNB,1,Female,34,No,No,No,No,0,1,Q3,0,2019-10-01,Offer D,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,75.25,888.65,0.0,0,371.69,1260.34,336
6461PPAXN,1,Female,20,Yes,No,Yes,No,0,1,Q3,5,2017-10-01,,Yes,Yes,Cable,59.0,No,No,No,Yes,One Year,Bank Withdrawal,54.95,1916.0,0.0,0,1476.3,3392.3,1066
3318ISQFQ,1,Female,23,Yes,No,No,No,0,1,Q3,0,2019-01-01,Offer D,Yes,No,,,No,No,No,No,Month-to-Month,Bank Withdrawal,19.5,413.0,0.0,0,219.4,632.4,609
1106HRLKZ,1,Male,21,Yes,No,Yes,Yes,1,1,Q3,9,2017-06-01,Offer B,Yes,No,,,No,No,No,No,Two Year,Credit Card,19.6,808.95,0.0,0,918.4,1727.35,1188
2483XSSMZ,1,Female,22,Yes,No,No,No,0,1,Q3,0,2017-07-01,,Yes,Yes,DSL,82.0,No,No,No,No,One Year,Bank Withdrawal,47.85,1886.4,0.0,70,987.87,2944.27,1158
8165ZJRNM,1,Female,62,No,No,Yes,Yes,1,1,Q3,7,2014-10-01,Offer A,Yes,No,,,No,No,No,No,Two Year,Bank Withdrawal,23.75,1679.25,0.0,0,1522.08,3201.33,2162
2604XVDAM,1,Female,54,No,No,No,No,0,1,Q3,0,2019-10-01,Offer D,Yes,Yes,DSL,17.0,No,No,No,Yes,Month-to-Month,Bank Withdrawal,43.8,540.95,0.0,0,78.72,619.67,336
3717OFRTN,1,Male,48,No,No,No,No,0,1,Q3,0,2020-08-01,Offer E,Yes,No,,,No,No,No,No,Month-to-Month,Bank Withdrawal,19.75,19.75,0.0,0,5.32,25.07,31
9046JBFWA,1,Male,20,Yes,No,No,Yes,2,1,Q3,0,2018-07-01,,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,19.15,537.35,0.0,0,819.72,1357.07,793
3280NMUVX,1,Male,53,No,No,Yes,No,0,1,Q3,7,2017-11-01,,Yes,No,,,No,No,No,No,One Year,Credit Card,19.6,678.8,0.0,0,885.02,1563.82,1035
1206EHBDD,1,Female,56,No,No,Yes,No,0,1,Q3,9,2016-01-01,Offer B,Yes,Yes,Fiber Optic,15.0,No,No,No,Yes,Two Year,Bank Withdrawal,80.3,4513.65,0.0,0,237.44,4751.09,1705
8361LBRDI,1,Female,31,No,No,No,No,0,1,Q3,0,2015-12-01,Offer B,Yes,No,,,No,No,No,No,Two Year,Credit Card,24.35,1423.85,0.0,0,2239.96,3663.81,1736
4883KCPZJ,1,Female,30,No,No,Yes,Yes,3,1,Q3,9,2018-11-01,Offer D,Yes,No,,,No,No,No,No,Two Year,Credit Card,25.25,555.4,0.0,0,571.56,1126.96,670
9108EQPNQ,1,Female,27,Yes,No,Yes,Yes,2,1,Q3,10,2019-11-01,Offer D,Yes,No,,,No,No,No,No,Two Year,Credit Card,26.1,225.55,0.0,0,185.7,411.25,305
7277KAMWT,1,Male,23,Yes,No,No,No,0,1,Q3,0,2019-08-01,Offer D,Yes,No,,,No,No,No,No,Two Year,Credit Card,20.0,268.45,0.0,0,20.93,289.38,397
2545LXYVJ,1,Male,19,Yes,No,Yes,No,0,1,Q3,1,2014-10-01,Offer A,Yes,No,,,No,No,No,No,Two Year,Bank Withdrawal,20.7,1492.1,0.0,0,1563.84,3055.94,2162
3234VKACU,1,Male,21,Yes,No,No,No,0,1,Q3,0,2020-07-01,,Yes,Yes,DSL,48.0,Yes,Yes,Yes,Yes,Month-to-Month,Bank Withdrawal,70.3,132.4,0.0,0,47.04,179.44,62
8120JDCAM,1,Male,42,No,No,Yes,Yes,1,1,Q3,1,2020-05-01,,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,Month-to-Month,Credit Card,69.55,284.9,0.0,0,148.92,433.82,123
8917FAEMR,1,Female,28,Yes,No,No,No,0,1,Q3,0,2017-08-01,,Yes,No,,,No,No,No,No,Two Year,Credit Card,19.85,784.25,0.0,0,980.13,1764.38,1127
7047YXDMZ,1,Male,59,No,No,No,No,0,1,Q3,0,2018-12-01,Offer D,Yes,No,,,No,No,No,No,Month-to-Month,Credit Card,20.0,417.7,0.0,0,722.19,1139.89,640
0929HYQEW,1,Male,20,Yes,No,No,No,0,1,Q3,0,2020-06-01,,Yes,Yes,DSL,59.0,No,No,No,Yes,Month-to-Month,Credit Card,50.15,160.85,0.0,0,52.26,213.11,92
